Reporting_Airline,DelayType,DelayAmount
Delta Air Lines,NASDelay,18
SkyWest Airlines,NASDelay,12
SkyWest Airlines,NASDelay,7
Delta Air Lines,NASDelay,6
American Airlines,NASDelay,19
American Airlines,NASDelay,193
SkyWest Airlines,NASDelay,11
American Airlines,NASDelay,12
American Airlines,NASDelay,1
ExpressJet Airlines,NASDelay,6
Southwest,NASDelay,15
SkyWest Airlines,NASDelay,6
American Airlines,NASDelay,2
United Air Lines,NASDelay,16
Southwest,NASDelay,16
United Air Lines,NASDelay,53
SkyWest Airlines,NASDelay,7
SkyWest Airlines,NASDelay,23
ExpressJet Airlines,NASDelay,46
Southwest,NASDelay,5
ExpressJet Airlines,NASDelay,2
ExpressJet Airlines,NASDelay,20
Southwest,NASDelay,10
Delta Air Lines,NASDelay,37
United Air Lines,NASDelay,17
Southwest,NASDelay,96
Southwest,NASDelay,25
American Airlines,NASDelay,24
Southwest,NASDelay,5
United Air Lines,NASDelay,25
United Air Lines,NASDelay,3
ExpressJet Airlines,NASDelay,17
SkyWest Airlines,NASDelay,18
SkyWest Airlines,NASDelay,19
ExpressJet Airlines,NASDelay,15
SkyWest Airlines,NASDelay,75
ExpressJet Airlines,NASDelay,158
SkyWest Airlines,NASDelay,34
ExpressJet Airlines,NASDelay,4
United Air Lines,NASDelay,19
ExpressJet Airlines,NASDelay,62
ExpressJet Airlines,NASDelay,34
American Airlines,NASDelay,13
Delta Air Lines,NASDelay,38
Southwest,NASDelay,1
ExpressJet Airlines,NASDelay,8
American Airlines,NASDelay,12
American Airlines,NASDelay,27
Southwest,NASDelay,31
Southwest,NASDelay,15
Southwest,NASDelay,17
Delta Air Lines,NASDelay,174
Delta Air Lines,NASDelay,53
Southwest,NASDelay,1
American Airlines,NASDelay,16
Southwest,NASDelay,2
Southwest,NASDelay,11
SkyWest Airlines,NASDelay,16
American Airlines,NASDelay,9
ExpressJet Airlines,NASDelay,49
Delta Air Lines,NASDelay,4
Southwest,NASDelay,2
Delta Air Lines,NASDelay,192
SkyWest Airlines,NASDelay,67
ExpressJet Airlines,NASDelay,33
SkyWest Airlines,NASDelay,4
Southwest,NASDelay,11
Southwest,NASDelay,7
American Airlines,NASDelay,17
Delta Air Lines,NASDelay,20
SkyWest Airlines,NASDelay,16
SkyWest Airlines,NASDelay,6
Southwest,NASDelay,1
SkyWest Airlines,NASDelay,15
ExpressJet Airlines,NASDelay,4
SkyWest Airlines,NASDelay,23
SkyWest Airlines,NASDelay,127
Southwest,NASDelay,3
American Airlines,NASDelay,10
Delta Air Lines,NASDelay,24
United Air Lines,NASDelay,30
American Airlines,NASDelay,25
ExpressJet Airlines,NASDelay,48
American Airlines,NASDelay,15
American Airlines,NASDelay,10
United Air Lines,NASDelay,20
American Airlines,NASDelay,24
SkyWest Airlines,NASDelay,5
Southwest,NASDelay,18
ExpressJet Airlines,NASDelay,220
Delta Air Lines,NASDelay,8
ExpressJet Airlines,NASDelay,8
American Airlines,NASDelay,91
United Air Lines,NASDelay,40
Delta Air Lines,NASDelay,2
Delta Air Lines,NASDelay,16
ExpressJet Airlines,NASDelay,18
American Airlines,NASDelay,31
ExpressJet Airlines,NASDelay,8
SkyWest Airlines,NASDelay,19
American Airlines,NASDelay,3
United Air Lines,NASDelay,2
ExpressJet Airlines,NASDelay,20
ExpressJet Airlines,NASDelay,27
American Airlines,NASDelay,12
Southwest,NASDelay,2
Southwest,NASDelay,3
American Airlines,NASDelay,23
SkyWest Airlines,NASDelay,26
United Air Lines,NASDelay,18
ExpressJet Airlines,NASDelay,38
Delta Air Lines,NASDelay,105
SkyWest Airlines,NASDelay,8
American Airlines,NASDelay,5
SkyWest Airlines,NASDelay,66
Southwest,NASDelay,5
United Air Lines,NASDelay,7
Southwest,NASDelay,52
ExpressJet Airlines,NASDelay,18
American Airlines,NASDelay,15
Southwest,NASDelay,14
Delta Air Lines,NASDelay,15
American Airlines,NASDelay,22
American Airlines,NASDelay,11
Southwest,NASDelay,40
Delta Air Lines,NASDelay,24
Delta Air Lines,NASDelay,8
American Airlines,NASDelay,8
Delta Air Lines,NASDelay,15
Southwest,NASDelay,1
SkyWest Airlines,NASDelay,10
ExpressJet Airlines,NASDelay,11
American Airlines,NASDelay,137
United Air Lines,NASDelay,10
Southwest,NASDelay,18
Delta Air Lines,NASDelay,15
American Airlines,NASDelay,25
Southwest,NASDelay,20
American Airlines,NASDelay,6
ExpressJet Airlines,NASDelay,29
Southwest,NASDelay,9
Southwest,NASDelay,3
American Airlines,NASDelay,51
United Air Lines,NASDelay,5
American Airlines,NASDelay,15
Southwest,NASDelay,31
ExpressJet Airlines,NASDelay,9
Southwest,NASDelay,17
American Airlines,NASDelay,26
Southwest,NASDelay,9
American Airlines,NASDelay,14
Southwest,NASDelay,15
ExpressJet Airlines,NASDelay,4
Southwest,NASDelay,2
Southwest,NASDelay,8
ExpressJet Airlines,NASDelay,26
Delta Air Lines,NASDelay,54
United Air Lines,NASDelay,34
ExpressJet Airlines,NASDelay,13
SkyWest Airlines,NASDelay,28
Southwest,NASDelay,2
SkyWest Airlines,NASDelay,11
Delta Air Lines,NASDelay,21
United Air Lines,NASDelay,17
SkyWest Airlines,NASDelay,1
Southwest,NASDelay,9
American Airlines,NASDelay,48
SkyWest Airlines,NASDelay,4
ExpressJet Airlines,NASDelay,32
American Airlines,NASDelay,17
SkyWest Airlines,NASDelay,25
American Airlines,NASDelay,40
SkyWest Airlines,NASDelay,1
Delta Air Lines,NASDelay,18
Southwest,NASDelay,5
United Air Lines,NASDelay,18
Delta Air Lines,NASDelay,29
Southwest,NASDelay,28
SkyWest Airlines,NASDelay,12
Delta Air Lines,NASDelay,47
Southwest,NASDelay,10
SkyWest Airlines,NASDelay,18
Southwest,NASDelay,7
Delta Air Lines,NASDelay,117
SkyWest Airlines,NASDelay,61
Southwest,NASDelay,4
Delta Air Lines,NASDelay,21
Southwest,NASDelay,5
Delta Air Lines,NASDelay,6
Southwest,NASDelay,1
Southwest,NASDelay,106
Delta Air Lines,NASDelay,26
American Airlines,NASDelay,11
Southwest,NASDelay,3
ExpressJet Airlines,NASDelay,8
Delta Air Lines,NASDelay,19
ExpressJet Airlines,NASDelay,90
Delta Air Lines,NASDelay,28
Delta Air Lines,NASDelay,5
ExpressJet Airlines,NASDelay,15
Southwest,NASDelay,33
SkyWest Airlines,NASDelay,14
SkyWest Airlines,NASDelay,8
Southwest,NASDelay,4
SkyWest Airlines,NASDelay,46
Southwest,NASDelay,78
SkyWest Airlines,NASDelay,35
ExpressJet Airlines,NASDelay,11
SkyWest Airlines,NASDelay,15
American Airlines,NASDelay,26
United Air Lines,NASDelay,50
Southwest,NASDelay,27
Southwest,NASDelay,10
Delta Air Lines,NASDelay,40
Southwest,NASDelay,56
American Airlines,NASDelay,30
ExpressJet Airlines,NASDelay,1
Southwest,NASDelay,5
ExpressJet Airlines,NASDelay,17
SkyWest Airlines,NASDelay,46
Southwest,NASDelay,14
Southwest,NASDelay,42
American Airlines,NASDelay,28
Southwest,NASDelay,10
SkyWest Airlines,NASDelay,131
American Airlines,NASDelay,5
SkyWest Airlines,NASDelay,2
United Air Lines,NASDelay,20
ExpressJet Airlines,NASDelay,46
ExpressJet Airlines,NASDelay,43
Delta Air Lines,NASDelay,4
American Airlines,NASDelay,38
ExpressJet Airlines,NASDelay,1
United Air Lines,NASDelay,12
Southwest,NASDelay,2
SkyWest Airlines,NASDelay,1
American Airlines,NASDelay,7
United Air Lines,NASDelay,40
Southwest,NASDelay,23
SkyWest Airlines,NASDelay,21
Delta Air Lines,NASDelay,7
Southwest,NASDelay,1
SkyWest Airlines,NASDelay,29
SkyWest Airlines,NASDelay,11
Delta Air Lines,NASDelay,10
Delta Air Lines,NASDelay,10
Southwest,NASDelay,28
Delta Air Lines,NASDelay,8
American Airlines,NASDelay,54
Southwest,NASDelay,1
American Airlines,NASDelay,4
SkyWest Airlines,NASDelay,5
Southwest,NASDelay,6
American Airlines,NASDelay,47
Southwest,NASDelay,14
ExpressJet Airlines,NASDelay,8
SkyWest Airlines,NASDelay,2
SkyWest Airlines,NASDelay,11
Southwest,NASDelay,2
Southwest,NASDelay,25
SkyWest Airlines,NASDelay,5
SkyWest Airlines,NASDelay,2
Southwest,NASDelay,26
ExpressJet Airlines,NASDelay,1
ExpressJet Airlines,NASDelay,24
SkyWest Airlines,NASDelay,17
American Airlines,NASDelay,16
Delta Air Lines,NASDelay,15
Delta Air Lines,NASDelay,15
SkyWest Airlines,NASDelay,270
ExpressJet Airlines,NASDelay,18
American Airlines,NASDelay,1
Southwest,NASDelay,16
ExpressJet Airlines,NASDelay,34
United Air Lines,NASDelay,4
Southwest,NASDelay,4
SkyWest Airlines,NASDelay,26
American Airlines,NASDelay,17
SkyWest Airlines,NASDelay,15
ExpressJet Airlines,NASDelay,101
ExpressJet Airlines,NASDelay,4
Southwest,NASDelay,2
Southwest,NASDelay,5
United Air Lines,NASDelay,9
Southwest,NASDelay,1
Southwest,NASDelay,1
ExpressJet Airlines,NASDelay,16
ExpressJet Airlines,NASDelay,19
ExpressJet Airlines,NASDelay,28
SkyWest Airlines,NASDelay,55
SkyWest Airlines,NASDelay,9
ExpressJet Airlines,NASDelay,17
Delta Air Lines,NASDelay,4
Southwest,NASDelay,4
Southwest,NASDelay,19
Southwest,NASDelay,10
United Air Lines,NASDelay,93
SkyWest Airlines,NASDelay,50
American Airlines,NASDelay,25
United Air Lines,NASDelay,10
Southwest,NASDelay,18
ExpressJet Airlines,NASDelay,20
American Airlines,NASDelay,18
ExpressJet Airlines,NASDelay,1
American Airlines,NASDelay,6
Southwest,NASDelay,104
ExpressJet Airlines,NASDelay,21
American Airlines,NASDelay,8
Southwest,NASDelay,28
SkyWest Airlines,NASDelay,6
United Air Lines,NASDelay,20
Delta Air Lines,NASDelay,20
Southwest,NASDelay,25
Southwest,NASDelay,26
ExpressJet Airlines,NASDelay,1
ExpressJet Airlines,NASDelay,17
Southwest,NASDelay,8
Southwest,NASDelay,9
American Airlines,NASDelay,48
Southwest,NASDelay,3
United Air Lines,NASDelay,16
American Airlines,NASDelay,26
United Air Lines,NASDelay,13
Southwest,NASDelay,5
SkyWest Airlines,NASDelay,7
American Airlines,NASDelay,80
American Airlines,NASDelay,28
Southwest,NASDelay,55
United Air Lines,NASDelay,3
American Airlines,NASDelay,183
Southwest,NASDelay,10
American Airlines,NASDelay,35
Delta Air Lines,NASDelay,43
United Air Lines,NASDelay,62
SkyWest Airlines,NASDelay,15
Southwest,NASDelay,6
Southwest,NASDelay,18
Southwest,NASDelay,1
American Airlines,NASDelay,86
SkyWest Airlines,NASDelay,10
ExpressJet Airlines,NASDelay,15
SkyWest Airlines,NASDelay,22
ExpressJet Airlines,NASDelay,3
United Air Lines,NASDelay,17
Southwest,NASDelay,6
American Airlines,NASDelay,12
Southwest,NASDelay,1
Delta Air Lines,NASDelay,3
United Air Lines,NASDelay,12
ExpressJet Airlines,NASDelay,94
United Air Lines,NASDelay,43
Delta Air Lines,NASDelay,12
Southwest,NASDelay,2
ExpressJet Airlines,NASDelay,220
Southwest,NASDelay,4
United Air Lines,NASDelay,24
Southwest,NASDelay,17
Southwest,NASDelay,5
United Air Lines,NASDelay,63
Southwest,NASDelay,20
ExpressJet Airlines,NASDelay,46
SkyWest Airlines,NASDelay,10
SkyWest Airlines,NASDelay,9
United Air Lines,NASDelay,9
American Airlines,NASDelay,26
United Air Lines,NASDelay,32
SkyWest Airlines,NASDelay,23
ExpressJet Airlines,NASDelay,8
United Air Lines,NASDelay,9
Southwest,NASDelay,9
Southwest,NASDelay,20
American Airlines,NASDelay,1
United Air Lines,NASDelay,16
United Air Lines,NASDelay,29
Southwest,NASDelay,10
American Airlines,NASDelay,25
Southwest,NASDelay,18
SkyWest Airlines,NASDelay,7
Delta Air Lines,NASDelay,7
American Airlines,NASDelay,18
Delta Air Lines,NASDelay,22
American Airlines,NASDelay,15
Southwest,NASDelay,10
Southwest,NASDelay,6
American Airlines,NASDelay,7
United Air Lines,NASDelay,20
Southwest,NASDelay,15
ExpressJet Airlines,NASDelay,17
Southwest,NASDelay,2
American Airlines,NASDelay,24
SkyWest Airlines,NASDelay,5
Delta Air Lines,NASDelay,2
American Airlines,NASDelay,34
SkyWest Airlines,NASDelay,43
Southwest,NASDelay,3
United Air Lines,NASDelay,20
Delta Air Lines,NASDelay,19
Delta Air Lines,NASDelay,16
United Air Lines,NASDelay,10
American Airlines,NASDelay,87
Delta Air Lines,NASDelay,3
SkyWest Airlines,NASDelay,34
Delta Air Lines,NASDelay,19
ExpressJet Airlines,NASDelay,27
Delta Air Lines,NASDelay,19
SkyWest Airlines,NASDelay,28
ExpressJet Airlines,NASDelay,2
United Air Lines,NASDelay,6
ExpressJet Airlines,NASDelay,37
American Airlines,NASDelay,38
American Airlines,NASDelay,24
Delta Air Lines,NASDelay,13
Delta Air Lines,NASDelay,10
American Airlines,NASDelay,30
American Airlines,NASDelay,24
American Airlines,NASDelay,56
American Airlines,NASDelay,7
Delta Air Lines,NASDelay,56
Southwest,NASDelay,10
ExpressJet Airlines,NASDelay,173
SkyWest Airlines,NASDelay,37
Delta Air Lines,NASDelay,35
United Air Lines,NASDelay,26
SkyWest Airlines,NASDelay,6
Delta Air Lines,NASDelay,26
SkyWest Airlines,NASDelay,61
ExpressJet Airlines,NASDelay,15
Southwest,NASDelay,6
American Airlines,NASDelay,4
United Air Lines,NASDelay,51
Southwest,NASDelay,25
Delta Air Lines,NASDelay,18
Delta Air Lines,NASDelay,24
American Airlines,NASDelay,46
SkyWest Airlines,NASDelay,3
SkyWest Airlines,NASDelay,15
American Airlines,NASDelay,10
ExpressJet Airlines,NASDelay,106
ExpressJet Airlines,NASDelay,24
SkyWest Airlines,NASDelay,8
Southwest,NASDelay,3
ExpressJet Airlines,NASDelay,4
ExpressJet Airlines,NASDelay,43
United Air Lines,NASDelay,25
Southwest,NASDelay,34
United Air Lines,NASDelay,35
Delta Air Lines,NASDelay,17
Southwest,NASDelay,16
United Air Lines,NASDelay,14
American Airlines,NASDelay,14
Southwest,NASDelay,21
Southwest,NASDelay,2
United Air Lines,NASDelay,19
United Air Lines,NASDelay,26
SkyWest Airlines,NASDelay,15
SkyWest Airlines,NASDelay,32
Delta Air Lines,NASDelay,62
American Airlines,NASDelay,37
Southwest,NASDelay,23
Southwest,NASDelay,9
Southwest,NASDelay,3
Delta Air Lines,NASDelay,11
ExpressJet Airlines,NASDelay,15
American Airlines,NASDelay,17
SkyWest Airlines,NASDelay,13
American Airlines,NASDelay,17
Southwest,NASDelay,2
Delta Air Lines,NASDelay,19
Southwest,NASDelay,1
United Air Lines,NASDelay,17
United Air Lines,NASDelay,41
SkyWest Airlines,NASDelay,12
United Air Lines,NASDelay,16
Delta Air Lines,NASDelay,57
United Air Lines,NASDelay,16
United Air Lines,NASDelay,13
American Airlines,NASDelay,3
Southwest,NASDelay,14
SkyWest Airlines,NASDelay,17
Delta Air Lines,NASDelay,11
Southwest,NASDelay,18
SkyWest Airlines,NASDelay,17
ExpressJet Airlines,NASDelay,22
ExpressJet Airlines,NASDelay,86
American Airlines,NASDelay,34
United Air Lines,NASDelay,7
Southwest,NASDelay,111
American Airlines,NASDelay,2
SkyWest Airlines,NASDelay,17
United Air Lines,NASDelay,17
SkyWest Airlines,NASDelay,7
SkyWest Airlines,NASDelay,12
United Air Lines,NASDelay,41
Southwest,NASDelay,26
Southwest,NASDelay,3
Delta Air Lines,NASDelay,16
American Airlines,NASDelay,24
Southwest,NASDelay,20
American Airlines,NASDelay,25
American Airlines,NASDelay,41
American Airlines,NASDelay,131
Delta Air Lines,NASDelay,9
ExpressJet Airlines,NASDelay,17
Southwest,NASDelay,3
American Airlines,NASDelay,57
United Air Lines,NASDelay,17
ExpressJet Airlines,NASDelay,16
SkyWest Airlines,NASDelay,6
Southwest,NASDelay,1
Southwest,NASDelay,12
American Airlines,NASDelay,3
SkyWest Airlines,NASDelay,12
SkyWest Airlines,NASDelay,14
Southwest,NASDelay,5
United Air Lines,NASDelay,16
American Airlines,NASDelay,27
American Airlines,NASDelay,96
American Airlines,NASDelay,37
Southwest,NASDelay,22
Delta Air Lines,NASDelay,7
ExpressJet Airlines,NASDelay,23
United Air Lines,NASDelay,30
Southwest,NASDelay,9
Delta Air Lines,NASDelay,35
United Air Lines,NASDelay,28
Southwest,NASDelay,10
ExpressJet Airlines,NASDelay,92
Southwest,NASDelay,9
American Airlines,NASDelay,34
United Air Lines,NASDelay,3
Delta Air Lines,NASDelay,3
United Air Lines,NASDelay,21
ExpressJet Airlines,NASDelay,17
United Air Lines,NASDelay,1
Delta Air Lines,NASDelay,6
American Airlines,NASDelay,9
United Air Lines,NASDelay,75
United Air Lines,NASDelay,34
Southwest,NASDelay,3
ExpressJet Airlines,NASDelay,50
ExpressJet Airlines,NASDelay,3
SkyWest Airlines,NASDelay,2
United Air Lines,NASDelay,47
SkyWest Airlines,NASDelay,23
ExpressJet Airlines,NASDelay,137
Southwest,NASDelay,6
American Airlines,NASDelay,16
American Airlines,NASDelay,13
ExpressJet Airlines,NASDelay,2
ExpressJet Airlines,NASDelay,8
American Airlines,NASDelay,3
SkyWest Airlines,NASDelay,6
United Air Lines,NASDelay,50
Delta Air Lines,NASDelay,65
Southwest,NASDelay,3
United Air Lines,NASDelay,360
United Air Lines,NASDelay,65
Delta Air Lines,NASDelay,81
Southwest,NASDelay,16
Delta Air Lines,NASDelay,43
United Air Lines,NASDelay,3
United Air Lines,NASDelay,51
ExpressJet Airlines,NASDelay,1
American Airlines,NASDelay,10
Southwest,NASDelay,12
Southwest,NASDelay,3
SkyWest Airlines,NASDelay,14
United Air Lines,NASDelay,42
Delta Air Lines,NASDelay,15
American Airlines,NASDelay,7
SkyWest Airlines,NASDelay,6
Southwest,NASDelay,12
Southwest,NASDelay,4
United Air Lines,NASDelay,19
Delta Air Lines,NASDelay,16
Delta Air Lines,NASDelay,39
American Airlines,NASDelay,16
American Airlines,NASDelay,7
Delta Air Lines,NASDelay,20
Southwest,NASDelay,1
Southwest,NASDelay,22
Southwest,NASDelay,41
Southwest,NASDelay,4
United Air Lines,NASDelay,19
United Air Lines,NASDelay,4
American Airlines,NASDelay,18
American Airlines,NASDelay,29
United Air Lines,NASDelay,15
Delta Air Lines,NASDelay,5
Southwest,NASDelay,43
United Air Lines,NASDelay,17
SkyWest Airlines,NASDelay,18
Southwest,NASDelay,87
Delta Air Lines,NASDelay,24
United Air Lines,NASDelay,18
American Airlines,NASDelay,11
Delta Air Lines,NASDelay,12
SkyWest Airlines,NASDelay,43
Southwest,NASDelay,15
Delta Air Lines,NASDelay,11
American Airlines,NASDelay,147
Delta Air Lines,NASDelay,117
American Airlines,NASDelay,93
American Airlines,NASDelay,2
Delta Air Lines,NASDelay,28
American Airlines,NASDelay,17
SkyWest Airlines,NASDelay,2
Delta Air Lines,NASDelay,84
Delta Air Lines,NASDelay,18
Delta Air Lines,NASDelay,10
American Airlines,NASDelay,24
ExpressJet Airlines,NASDelay,4
United Air Lines,NASDelay,14
Southwest,NASDelay,3
American Airlines,NASDelay,11
Southwest,NASDelay,2
Delta Air Lines,NASDelay,15
American Airlines,NASDelay,43
Delta Air Lines,NASDelay,4
Delta Air Lines,NASDelay,18
United Air Lines,NASDelay,40
Southwest,NASDelay,14
ExpressJet Airlines,NASDelay,35
Delta Air Lines,NASDelay,113
ExpressJet Airlines,NASDelay,2
SkyWest Airlines,NASDelay,18
ExpressJet Airlines,NASDelay,49
SkyWest Airlines,NASDelay,20
American Airlines,NASDelay,15
Delta Air Lines,NASDelay,11
Delta Air Lines,NASDelay,16
American Airlines,NASDelay,28
Southwest,NASDelay,4
Delta Air Lines,NASDelay,10
American Airlines,NASDelay,26
SkyWest Airlines,NASDelay,6
ExpressJet Airlines,NASDelay,3
ExpressJet Airlines,NASDelay,46
ExpressJet Airlines,NASDelay,24
Delta Air Lines,NASDelay,19
Delta Air Lines,NASDelay,15
United Air Lines,NASDelay,1
ExpressJet Airlines,NASDelay,144
Southwest,NASDelay,23
American Airlines,NASDelay,7
United Air Lines,NASDelay,18
American Airlines,NASDelay,7
ExpressJet Airlines,NASDelay,8
Southwest,NASDelay,6
Delta Air Lines,NASDelay,34
United Air Lines,NASDelay,6
SkyWest Airlines,NASDelay,15
Delta Air Lines,NASDelay,9
American Airlines,NASDelay,2
Delta Air Lines,NASDelay,16
American Airlines,NASDelay,36
American Airlines,NASDelay,25
SkyWest Airlines,NASDelay,45
SkyWest Airlines,NASDelay,1
SkyWest Airlines,NASDelay,18
ExpressJet Airlines,NASDelay,18
American Airlines,NASDelay,12
American Airlines,NASDelay,1
American Airlines,NASDelay,7
Southwest,NASDelay,8
Delta Air Lines,NASDelay,48
Delta Air Lines,NASDelay,54
Delta Air Lines,NASDelay,15
Delta Air Lines,NASDelay,26
Southwest,NASDelay,15
ExpressJet Airlines,NASDelay,94
Delta Air Lines,NASDelay,9
Delta Air Lines,NASDelay,46
Southwest,NASDelay,27
Delta Air Lines,NASDelay,26
United Air Lines,NASDelay,21
American Airlines,NASDelay,27
Delta Air Lines,NASDelay,3
Southwest,NASDelay,8
Delta Air Lines,NASDelay,17
SkyWest Airlines,NASDelay,91
Southwest,NASDelay,27
United Air Lines,NASDelay,79
ExpressJet Airlines,NASDelay,7
ExpressJet Airlines,NASDelay,7
American Airlines,NASDelay,3
ExpressJet Airlines,NASDelay,16
Delta Air Lines,NASDelay,25
SkyWest Airlines,NASDelay,118
SkyWest Airlines,NASDelay,14
Southwest,NASDelay,11
Delta Air Lines,NASDelay,2
ExpressJet Airlines,NASDelay,225
United Air Lines,NASDelay,24
Southwest,NASDelay,22
Delta Air Lines,NASDelay,19
ExpressJet Airlines,NASDelay,41
SkyWest Airlines,NASDelay,25
SkyWest Airlines,NASDelay,154
United Air Lines,NASDelay,15
American Airlines,NASDelay,34
SkyWest Airlines,NASDelay,41
SkyWest Airlines,NASDelay,4
Delta Air Lines,NASDelay,6
ExpressJet Airlines,NASDelay,52
SkyWest Airlines,NASDelay,75
Southwest,NASDelay,2
American Airlines,NASDelay,55
American Airlines,NASDelay,9
United Air Lines,NASDelay,50
Southwest,NASDelay,5
Southwest,NASDelay,17
ExpressJet Airlines,NASDelay,5
ExpressJet Airlines,NASDelay,16
United Air Lines,NASDelay,1
SkyWest Airlines,NASDelay,2
American Airlines,NASDelay,20
ExpressJet Airlines,NASDelay,306
SkyWest Airlines,NASDelay,59
Southwest,NASDelay,16
American Airlines,NASDelay,1
American Airlines,NASDelay,5
Southwest,NASDelay,16
United Air Lines,NASDelay,37
ExpressJet Airlines,NASDelay,17
United Air Lines,NASDelay,24
American Airlines,NASDelay,18
United Air Lines,NASDelay,11
SkyWest Airlines,NASDelay,29
ExpressJet Airlines,NASDelay,93
Southwest,NASDelay,11
ExpressJet Airlines,NASDelay,19
Southwest,NASDelay,26
Southwest,NASDelay,51
Delta Air Lines,NASDelay,14
United Air Lines,NASDelay,30
Southwest,NASDelay,35
Southwest,NASDelay,23
ExpressJet Airlines,NASDelay,5
Delta Air Lines,NASDelay,1
Delta Air Lines,NASDelay,34
Delta Air Lines,NASDelay,1
